animal_id,lat,long,timestamp
14118,2.465,15.752,2002-11-19 00:00:00.000
14118,2.502,15.725,2002-11-20 00:00:00.000
14118,2.488,15.736,2002-11-20 00:00:00.000
14118,2.583,15.744,2002-11-21 00:00:00.000
14118,2.587,15.757,2002-11-21 00:00:00.000
14118,2.581,15.755,2002-11-21 00:00:00.000
14118,2.571,15.747,2002-11-21 00:00:00.000
14118,2.585,15.752,2002-11-21 00:00:00.000
14118,2.656,15.697,2002-11-22 00:00:00.000
14118,2.657,15.735,2002-11-22 00:00:00.000
14118,2.718,15.701,2002-11-23 00:00:00.000
14118,2.723,15.692,2002-11-23 00:00:00.000
14118,2.714,15.685,2002-11-24 00:00:00.000
14118,2.714,15.677,2002-11-24 00:00:00.000
14118,2.747,15.66,2002-11-25 00:00:00.000
14118,2.75,15.651,2002-11-25 00:00:00.000
14118,2.781,15.669,2002-11-26 00:00:00.000
14118,2.778,15.66,2002-11-27 00:00:00.000
14118,2.777,15.672,2002-11-27 00:00:00.000
14118,2.762,15.667,2002-11-28 00:00:00.000
14118,2.753,15.664,2002-11-29 00:00:00.000
14118,2.76,15.635,2002-11-30 00:00:00.000
14118,2.756,15.664,2002-11-30 00:00:00.000
14118,2.761,15.659,2002-12-01 00:00:00.000
14118,2.77,15.647,2002-12-01 00:00:00.000
14118,2.76,15.652,2002-12-02 00:00:00.000
14118,2.783,15.643,2002-12-03 00:00:00.000
14118,2.782,15.641,2002-12-04 00:00:00.000
14118,2.78,15.634,2002-12-04 00:00:00.000
14118,2.805,15.657,2002-12-05 00:00:00.000
14118,2.812,15.698,2002-12-05 00:00:00.000
14118,2.812,15.671,2002-12-05 00:00:00.000
14118,2.801,15.664,2002-12-06 00:00:00.000
14118,2.817,15.723,2002-12-06 00:00:00.000
14118,2.818,15.663,2002-12-06 00:00:00.000
14118,2.788,15.668,2002-12-08 00:00:00.000
14118,2.792,15.656,2002-12-08 00:00:00.000
14118,2.831,15.591,2002-12-09 00:00:00.000
14118,2.831,15.591,2002-12-09 00:00:00.000
14118,2.807,15.675,2002-12-12 00:00:00.000
14118,2.805,15.671,2002-12-12 00:00:00.000
14118,2.811,15.67,2002-12-12 00:00:00.000
14118,2.81,15.675,2002-12-13 00:00:00.000
14118,2.814,15.714,2002-12-13 00:00:00.000
14118,2.856,15.38,2002-12-14 00:00:00.000
14118,2.791,15.669,2002-12-14 00:00:00.000
14118,2.788,15.648,2002-12-15 00:00:00.000
14118,2.784,15.68,2002-12-15 00:00:00.000
14118,2.791,15.674,2002-12-16 00:00:00.000
14118,2.774,15.678,2002-12-16 00:00:00.000
14118,2.8,15.641,2002-12-17 00:00:00.000
14118,2.804,15.635,2002-12-17 00:00:00.000
14118,2.786,15.64,2002-12-18 00:00:00.000
14118,2.773,15.66,2002-12-18 00:00:00.000
14118,2.768,15.652,2002-12-18 00:00:00.000
14118,2.766,15.641,2002-12-20 00:00:00.000
14118,2.777,15.637,2002-12-21 00:00:00.000
14118,2.785,15.652,2002-12-21 00:00:00.000
14118,2.79,15.629,2002-12-22 00:00:00.000
14118,2.799,15.657,2002-12-23 00:00:00.000
14118,2.807,15.697,2002-12-23 00:00:00.000
14118,2.812,15.646,2002-12-24 00:00:00.000
14118,2.812,15.632,2002-12-26 00:00:00.000
14118,2.809,15.637,2002-12-26 00:00:00.000
14118,2.822,15.606,2002-12-27 00:00:00.000
14118,2.806,15.638,2002-12-27 00:00:00.000
14118,2.788,15.631,2002-12-28 00:00:00.000
14118,2.769,15.678,2002-12-29 00:00:00.000
14118,2.77,15.634,2002-12-29 00:00:00.000
14118,2.779,15.657,2002-12-29 00:00:00.000
14118,2.788,15.652,2002-12-30 00:00:00.000
14118,2.785,15.643,2002-12-30 00:00:00.000
14118,2.776,15.64,2002-12-31 00:00:00.000
14118,2.776,15.64,2002-12-31 00:00:00.000
14118,2.791,15.66,2002-12-31 00:00:00.000
14118,2.791,15.66,2002-12-31 00:00:00.000
14118,2.765,15.659,2003-01-02 00:00:00.000
14118,2.757,15.654,2003-01-03 00:00:00.000
14118,2.765,15.665,2003-01-03 00:00:00.000
14118,2.764,15.657,2003-01-03 00:00:00.000
14118,2.76,15.655,2003-01-04 00:00:00.000
14118,2.721,15.687,2003-01-06 00:00:00.000
14118,2.726,15.675,2003-01-06 00:00:00.000
14118,2.721,15.674,2003-01-07 00:00:00.000
14118,2.708,15.671,2003-01-07 00:00:00.000
14118,2.699,15.686,2003-01-08 00:00:00.000
14118,2.679,15.692,2003-01-09 00:00:00.000
14118,2.672,15.678,2003-01-09 00:00:00.000
14118,2.606,15.772,2003-01-10 00:00:00.000
14118,2.378,15.783,2003-01-11 00:00:00.000
14118,2.317,15.747,2003-01-12 00:00:00.000
14118,2.348,15.743,2003-01-12 00:00:00.000
14118,2.345,15.766,2003-01-12 00:00:00.000
14118,2.328,15.719,2003-01-13 00:00:00.000
14118,2.342,15.781,2003-01-13 00:00:00.000
14118,2.308,15.788,2003-01-13 00:00:00.000
14118,2.406,15.77,2003-01-14 00:00:00.000
14118,2.426,15.764,2003-01-14 00:00:00.000
14118,2.453,15.735,2003-01-16 00:00:00.000
14118,2.467,15.725,2003-01-17 00:00:00.000
14118,2.47,15.73,2003-01-17 00:00:00.000
14118,2.587,15.73,2003-01-18 00:00:00.000
