,animal_id,lat,long,timestamp
58,14118,2.587,15.762,2002-05-04 00:00:00.000
59,14118,2.402,15.78,2002-05-06 00:00:00.000
60,14118,2.346,15.741,2002-05-06 00:00:00.000
61,14118,2.346,15.765,2002-05-07 00:00:00.000
62,14118,2.348,15.767,2002-05-07 00:00:00.000
63,14118,2.342,15.751,2002-05-07 00:00:00.000
64,14118,2.339,15.778,2002-05-08 00:00:00.000
65,14118,2.339,15.773,2002-05-08 00:00:00.000
66,14118,2.362,15.686,2002-05-09 00:00:00.000
67,14118,2.357,15.807,2002-05-09 00:00:00.000
68,14118,2.355,15.767,2002-05-10 00:00:00.000
69,14118,2.34,15.756,2002-05-10 00:00:00.000
70,14118,2.348,15.796,2002-05-10 00:00:00.000
71,14118,2.369,15.754,2002-05-11 00:00:00.000
72,14118,2.471,15.751,2002-05-13 00:00:00.000
73,14118,2.525,15.736,2002-05-14 00:00:00.000
74,14118,2.537,15.733,2002-05-14 00:00:00.000
75,14118,2.576,15.78,2002-05-16 00:00:00.000
76,14118,2.614,15.742,2002-05-17 00:00:00.000
77,14118,2.611,15.767,2002-05-17 00:00:00.000
78,14118,2.608,15.731,2002-05-19 00:00:00.000
79,14118,2.578,15.588,2002-05-19 00:00:00.000
80,14118,2.604,15.739,2002-05-20 00:00:00.000
81,14118,2.606,15.734,2002-05-20 00:00:00.000
82,14118,2.598,15.743,2002-05-21 00:00:00.000
83,14118,2.603,15.749,2002-05-22 00:00:00.000
84,14118,2.604,15.841,2002-05-23 00:00:00.000
85,14118,2.651,15.711,2002-05-24 00:00:00.000
86,14118,2.584,15.774,2002-05-24 00:00:00.000
87,14118,2.681,15.789,2002-05-26 00:00:00.000
88,14118,2.684,15.805,2002-05-26 00:00:00.000
89,14118,2.659,15.771,2002-05-26 00:00:00.000
90,14118,2.665,15.815,2002-05-27 00:00:00.000
91,14118,2.592,15.521,2002-05-27 00:00:00.000
92,14118,2.655,15.756,2002-05-28 00:00:00.000
93,14118,2.657,15.794,2002-05-30 00:00:00.000
94,14118,2.689,15.703,2002-05-31 00:00:00.000
95,14118,2.681,15.784,2002-06-01 00:00:00.000
96,14118,2.687,15.808,2002-06-03 00:00:00.000
97,14118,2.725,15.783,2002-06-04 00:00:00.000
98,14118,2.69,15.796,2002-06-05 00:00:00.000
99,14118,2.625,15.922,2002-06-05 00:00:00.000
100,14118,2.674,15.741,2002-06-06 00:00:00.000
101,14118,2.709,15.722,2002-06-08 00:00:00.000
102,14118,2.702,15.723,2002-06-08 00:00:00.000
103,14118,2.857,15.592,2002-06-11 00:00:00.000
104,14118,2.86,15.592,2002-06-11 00:00:00.000
105,14118,2.857,15.531,2002-06-12 00:00:00.000
106,14118,2.868,15.566,2002-06-13 00:00:00.000
107,14118,2.855,15.573,2002-06-13 00:00:00.000
108,14118,2.852,15.538,2002-06-13 00:00:00.000
109,14118,2.876,15.566,2002-06-14 00:00:00.000
110,14118,2.868,15.557,2002-06-15 00:00:00.000
111,14118,2.865,15.569,2002-06-15 00:00:00.000
112,14118,2.873,15.565,2002-06-16 00:00:00.000
113,14118,2.883,15.573,2002-06-17 00:00:00.000
114,14118,2.852,15.568,2002-06-17 00:00:00.000
115,14118,2.85,15.56,2002-06-20 00:00:00.000
116,14118,2.893,15.645,2002-06-20 00:00:00.000
117,14118,2.882,15.551,2002-06-21 00:00:00.000
118,14118,2.849,15.626,2002-06-22 00:00:00.000
119,14118,2.874,15.554,2002-06-22 00:00:00.000
120,14118,2.864,15.582,2002-06-23 00:00:00.000
121,14118,2.862,15.579,2002-06-23 00:00:00.000
122,14118,2.855,15.569,2002-06-24 00:00:00.000
123,14118,2.853,15.584,2002-06-25 00:00:00.000
124,14118,2.852,15.552,2002-06-26 00:00:00.000
125,14118,2.864,15.545,2002-06-28 00:00:00.000
126,14118,2.922,15.894,2002-06-28 00:00:00.000
127,14118,2.824,15.563,2002-06-29 00:00:00.000
128,14118,2.829,15.64,2002-06-30 00:00:00.000
129,14118,2.819,15.571,2002-06-30 00:00:00.000
130,14118,2.839,15.563,2002-07-01 00:00:00.000
131,14118,2.831,15.526,2002-07-02 00:00:00.000
132,14118,2.822,15.516,2002-07-03 00:00:00.000
133,14118,2.852,15.563,2002-07-04 00:00:00.000
134,14118,2.893,15.572,2002-07-05 00:00:00.000
135,14118,2.891,15.542,2002-07-06 00:00:00.000
136,14118,2.816,15.776,2002-07-07 00:00:00.000
137,14118,2.887,15.523,2002-07-07 00:00:00.000
138,14118,2.861,15.567,2002-07-10 00:00:00.000
139,14118,2.89,15.545,2002-07-11 00:00:00.000
140,14118,2.869,15.564,2002-07-11 00:00:00.000
141,14118,2.892,15.57,2002-07-12 00:00:00.000
142,14118,2.867,15.549,2002-07-12 00:00:00.000
143,14118,2.865,15.589,2002-07-13 00:00:00.000
144,14118,2.852,15.582,2002-07-14 00:00:00.000
145,14118,2.867,15.635,2002-07-14 00:00:00.000
146,14118,2.855,15.578,2002-07-15 00:00:00.000
147,14118,2.848,15.579,2002-07-15 00:00:00.000
148,14118,2.848,15.592,2002-07-16 00:00:00.000
149,14118,2.875,15.559,2002-07-19 00:00:00.000
150,14118,2.876,15.561,2002-07-19 00:00:00.000
151,14118,2.863,15.581,2002-07-20 00:00:00.000
152,14118,2.828,15.576,2002-07-21 00:00:00.000
153,14118,2.851,15.588,2002-07-22 00:00:00.000
154,14118,2.86,15.613,2002-07-22 00:00:00.000
155,14118,2.863,15.606,2002-07-29 00:00:00.000
156,14118,2.921,15.732,2002-07-30 00:00:00.000
157,14118,2.894,15.628,2002-07-30 00:00:00.000
158,14118,2.896,15.606,2002-07-31 00:00:00.000
159,14118,2.914,15.569,2002-08-01 00:00:00.000
160,14118,2.891,15.581,2002-08-01 00:00:00.000
161,14118,2.899,15.583,2002-08-01 00:00:00.000
162,14118,2.904,15.576,2002-08-02 00:00:00.000
163,14118,2.908,15.542,2002-08-04 00:00:00.000
164,14118,2.897,15.583,2002-08-04 00:00:00.000
165,14118,2.876,15.598,2002-08-05 00:00:00.000
166,14118,2.89,15.56,2002-08-05 00:00:00.000
167,14118,2.893,15.561,2002-08-06 00:00:00.000
168,14118,2.897,15.547,2002-08-06 00:00:00.000
169,14118,2.911,15.566,2002-08-07 00:00:00.000
170,14118,2.896,15.564,2002-08-07 00:00:00.000
171,14118,2.939,15.609,2002-08-07 00:00:00.000
172,14118,2.96,15.572,2002-08-08 00:00:00.000
173,14118,2.955,15.584,2002-08-08 00:00:00.000
174,14118,2.994,15.587,2002-08-09 00:00:00.000
175,14118,2.994,15.587,2002-08-09 00:00:00.000
176,14118,2.994,15.587,2002-08-09 00:00:00.000
177,14118,2.968,15.586,2002-08-09 00:00:00.000
178,14118,2.968,15.586,2002-08-09 00:00:00.000
179,14118,2.968,15.586,2002-08-09 00:00:00.000
180,14118,3.01,15.563,2002-08-10 00:00:00.000
181,14118,3.01,15.563,2002-08-10 00:00:00.000
182,14118,2.988,15.573,2002-08-10 00:00:00.000
183,14118,2.988,15.573,2002-08-10 00:00:00.000
184,14118,2.987,15.592,2002-08-10 00:00:00.000
185,14118,2.987,15.592,2002-08-10 00:00:00.000
186,14118,2.981,15.589,2002-08-11 00:00:00.000
187,14118,2.979,15.601,2002-08-11 00:00:00.000
188,14118,2.92,15.598,2002-08-16 00:00:00.000
189,14118,2.927,15.57,2002-08-17 00:00:00.000
190,14118,2.928,15.572,2002-08-17 00:00:00.000
191,14118,2.936,15.582,2002-08-17 00:00:00.000
192,14118,2.946,15.57,2002-08-18 00:00:00.000
193,14118,2.962,15.587,2002-08-18 00:00:00.000
194,14118,2.95,15.57,2002-08-19 00:00:00.000
195,14118,2.95,15.57,2002-08-19 00:00:00.000
196,14118,2.989,15.474,2002-08-19 00:00:00.000
197,14118,2.989,15.474,2002-08-19 00:00:00.000
198,14118,2.942,15.589,2002-08-19 00:00:00.000
199,14118,2.942,15.589,2002-08-19 00:00:00.000
200,14118,2.919,15.594,2002-08-20 00:00:00.000
201,14118,2.897,15.587,2002-08-21 00:00:00.000
202,14118,2.891,15.602,2002-08-21 00:00:00.000
203,14118,2.943,15.58,2002-08-22 00:00:00.000
204,14118,2.943,15.58,2002-08-22 00:00:00.000
205,14118,2.963,15.58,2002-08-23 00:00:00.000
206,14118,2.963,15.58,2002-08-23 00:00:00.000
207,14118,3.051,15.557,2002-08-24 00:00:00.000
208,14118,3.046,15.578,2002-08-24 00:00:00.000
209,14118,3.066,15.586,2002-08-24 00:00:00.000
210,14118,3.101,15.466,2002-08-25 00:00:00.000
211,14118,3.08,15.449,2002-08-26 00:00:00.000
212,14118,3.065,15.454,2002-08-27 00:00:00.000
213,14118,3.053,15.449,2002-08-28 00:00:00.000
214,14118,3.044,15.462,2002-08-28 00:00:00.000
215,14118,3.052,15.465,2002-08-28 00:00:00.000
216,14118,3.053,15.445,2002-08-29 00:00:00.000
217,14118,3.057,15.448,2002-08-29 00:00:00.000
218,14118,3.109,15.431,2002-08-31 00:00:00.000
219,14118,3.098,15.419,2002-09-01 00:00:00.000
220,14118,3.11,15.38,2002-09-01 00:00:00.000
221,14118,3.127,15.381,2002-09-01 00:00:00.000
222,14118,3.141,15.359,2002-09-02 00:00:00.000
223,14118,3.153,15.368,2002-09-03 00:00:00.000
224,14118,3.174,15.38,2002-09-04 00:00:00.000
225,14118,3.172,15.365,2002-09-05 00:00:00.000
226,14118,3.179,15.348,2002-09-06 00:00:00.000
227,14118,3.182,15.369,2002-09-06 00:00:00.000
228,14118,3.156,15.378,2002-09-07 00:00:00.000
229,14118,3.152,15.377,2002-09-08 00:00:00.000
230,14118,3.154,15.385,2002-09-08 00:00:00.000
231,14118,3.147,15.375,2002-09-08 00:00:00.000
232,14118,3.163,15.373,2002-09-09 00:00:00.000
233,14118,3.164,15.328,2002-09-10 00:00:00.000
234,14118,3.148,15.456,2002-09-10 00:00:00.000
235,14118,3.162,15.359,2002-09-10 00:00:00.000
236,14118,3.153,15.381,2002-09-11 00:00:00.000
237,14118,3.152,15.358,2002-09-11 00:00:00.000
238,14118,3.152,15.359,2002-09-11 00:00:00.000
239,14118,3.161,15.361,2002-09-12 00:00:00.000
240,14118,3.148,15.36,2002-09-12 00:00:00.000
241,14118,3.181,15.363,2002-09-15 00:00:00.000
242,14118,3.182,15.371,2002-09-15 00:00:00.000
243,14118,3.17,15.337,2002-09-15 00:00:00.000
244,14118,3.187,15.369,2002-09-16 00:00:00.000
245,14118,3.188,15.381,2002-09-16 00:00:00.000
246,14118,3.167,15.368,2002-09-17 00:00:00.000
247,14118,3.156,15.384,2002-09-18 00:00:00.000
248,14118,3.151,15.377,2002-09-18 00:00:00.000
249,14118,3.153,15.384,2002-09-19 00:00:00.000
250,14118,3.155,15.371,2002-09-19 00:00:00.000
251,14118,3.134,15.389,2002-09-20 00:00:00.000
252,14118,3.143,15.356,2002-09-22 00:00:00.000
253,14118,3.142,15.301,2002-09-23 00:00:00.000
254,14118,3.163,15.369,2002-09-24 00:00:00.000
255,14118,3.149,15.364,2002-09-25 00:00:00.000
256,14118,3.134,15.374,2002-09-25 00:00:00.000
257,14118,3.128,15.359,2002-09-26 00:00:00.000
258,14118,3.098,15.368,2002-09-27 00:00:00.000
259,14118,3.127,15.36,2002-09-28 00:00:00.000
260,14118,3.13,15.361,2002-09-30 00:00:00.000
261,14118,3.125,15.36,2002-09-30 00:00:00.000
262,14118,3.108,15.376,2002-10-01 00:00:00.000
263,14118,3.092,15.372,2002-10-02 00:00:00.000
264,14118,3.07,15.373,2002-10-02 00:00:00.000
265,14118,3.106,15.385,2002-10-04 00:00:00.000
266,14118,3.066,15.352,2002-10-08 00:00:00.000
267,14118,3.076,15.387,2002-10-09 00:00:00.000
268,14118,3.076,15.398,2002-10-11 00:00:00.000
269,14118,3.086,15.393,2002-10-11 00:00:00.000
270,14118,3.076,15.395,2002-10-11 00:00:00.000
271,14118,3.084,15.426,2002-10-12 00:00:00.000
272,14118,3.09,15.399,2002-10-12 00:00:00.000
273,14118,3.086,15.423,2002-10-12 00:00:00.000
274,14118,3.086,15.42,2002-10-12 00:00:00.000
275,14118,3.107,15.414,2002-10-13 00:00:00.000
276,14118,3.089,15.416,2002-10-14 00:00:00.000
277,14118,3.125,15.408,2002-10-15 00:00:00.000
278,14118,3.035,15.486,2002-10-16 00:00:00.000
279,14118,3.037,15.498,2002-10-16 00:00:00.000
280,14118,2.967,15.577,2002-10-17 00:00:00.000
281,14118,2.866,15.593,2002-10-18 00:00:00.000
282,14118,2.845,15.615,2002-10-18 00:00:00.000
283,14118,2.734,15.666,2002-10-19 00:00:00.000
284,14118,2.658,15.706,2002-10-19 00:00:00.000
285,14118,2.36,15.75,2002-10-20 00:00:00.000
286,14118,2.331,15.743,2002-10-20 00:00:00.000
287,14118,2.881,15.885,2002-10-21 00:00:00.000
288,14118,2.327,15.755,2002-10-23 00:00:00.000
289,14118,2.329,15.76,2002-10-23 00:00:00.000
290,14118,2.359,15.752,2002-10-25 00:00:00.000
291,14118,2.364,15.767,2002-10-25 00:00:00.000
292,14118,2.409,15.73,2002-10-26 00:00:00.000
293,14118,2.37,15.779,2002-10-26 00:00:00.000
294,14118,2.378,15.764,2002-10-27 00:00:00.000
295,14118,2.393,15.758,2002-10-29 00:00:00.000
296,14118,2.389,15.81,2002-10-29 00:00:00.000
297,14118,2.401,15.687,2002-10-30 00:00:00.000
298,14118,2.403,15.789,2002-10-30 00:00:00.000
299,14118,2.401,15.75,2002-10-31 00:00:00.000
300,14118,2.398,15.766,2002-10-31 00:00:00.000
301,14118,2.396,15.793,2002-11-01 00:00:00.000
302,14118,2.437,15.772,2002-11-02 00:00:00.000
303,14118,2.413,15.768,2002-11-03 00:00:00.000
304,14118,2.411,15.777,2002-11-03 00:00:00.000
305,14118,2.412,15.777,2002-11-03 00:00:00.000
306,14118,2.399,15.764,2002-11-04 00:00:00.000
307,14118,2.38,15.752,2002-11-05 00:00:00.000
308,14118,2.366,15.765,2002-11-06 00:00:00.000
309,14118,2.346,15.762,2002-11-07 00:00:00.000
310,14118,2.347,15.831,2002-11-08 00:00:00.000
311,14118,2.367,15.785,2002-11-08 00:00:00.000
312,14118,2.362,15.774,2002-11-10 00:00:00.000
313,14118,2.355,15.769,2002-11-11 00:00:00.000
314,14118,2.328,15.789,2002-11-11 00:00:00.000
315,14118,2.394,15.771,2002-11-13 00:00:00.000
316,14118,2.421,15.762,2002-11-14 00:00:00.000
317,14118,2.451,15.712,2002-11-15 00:00:00.000
318,14118,2.455,15.755,2002-11-15 00:00:00.000
319,14118,2.433,15.77,2002-11-15 00:00:00.000
320,14118,2.446,15.753,2002-11-16 00:00:00.000
321,14118,2.445,15.761,2002-11-16 00:00:00.000
322,14118,2.443,15.745,2002-11-16 00:00:00.000
323,14118,2.445,16.047,2002-11-17 00:00:00.000
324,14118,2.455,15.749,2002-11-17 00:00:00.000
325,14118,2.465,15.768,2002-11-17 00:00:00.000
326,14118,2.458,15.749,2002-11-18 00:00:00.000
327,14118,2.465,15.752,2002-11-19 00:00:00.000
328,14118,2.502,15.725,2002-11-20 00:00:00.000
329,14118,2.488,15.736,2002-11-20 00:00:00.000
330,14118,2.583,15.744,2002-11-21 00:00:00.000
331,14118,2.587,15.757,2002-11-21 00:00:00.000
332,14118,2.581,15.755,2002-11-21 00:00:00.000
333,14118,2.571,15.747,2002-11-21 00:00:00.000
334,14118,2.585,15.752,2002-11-21 00:00:00.000
335,14118,2.656,15.697,2002-11-22 00:00:00.000
336,14118,2.657,15.735,2002-11-22 00:00:00.000
337,14118,2.718,15.701,2002-11-23 00:00:00.000
338,14118,2.723,15.692,2002-11-23 00:00:00.000
339,14118,2.714,15.685,2002-11-24 00:00:00.000
340,14118,2.714,15.677,2002-11-24 00:00:00.000
341,14118,2.747,15.66,2002-11-25 00:00:00.000
342,14118,2.75,15.651,2002-11-25 00:00:00.000
343,14118,2.781,15.669,2002-11-26 00:00:00.000
344,14118,2.778,15.66,2002-11-27 00:00:00.000
345,14118,2.777,15.672,2002-11-27 00:00:00.000
346,14118,2.762,15.667,2002-11-28 00:00:00.000
347,14118,2.753,15.664,2002-11-29 00:00:00.000
348,14118,2.76,15.635,2002-11-30 00:00:00.000
349,14118,2.756,15.664,2002-11-30 00:00:00.000
350,14118,2.761,15.659,2002-12-01 00:00:00.000
351,14118,2.77,15.647,2002-12-01 00:00:00.000
352,14118,2.76,15.652,2002-12-02 00:00:00.000
353,14118,2.783,15.643,2002-12-03 00:00:00.000
354,14118,2.782,15.641,2002-12-04 00:00:00.000
355,14118,2.78,15.634,2002-12-04 00:00:00.000
356,14118,2.805,15.657,2002-12-05 00:00:00.000
357,14118,2.812,15.698,2002-12-05 00:00:00.000
358,14118,2.812,15.671,2002-12-05 00:00:00.000
359,14118,2.801,15.664,2002-12-06 00:00:00.000
360,14118,2.817,15.723,2002-12-06 00:00:00.000
361,14118,2.818,15.663,2002-12-06 00:00:00.000
362,14118,2.788,15.668,2002-12-08 00:00:00.000
363,14118,2.792,15.656,2002-12-08 00:00:00.000
364,14118,2.831,15.591,2002-12-09 00:00:00.000
365,14118,2.831,15.591,2002-12-09 00:00:00.000
366,14118,2.807,15.675,2002-12-12 00:00:00.000
367,14118,2.805,15.671,2002-12-12 00:00:00.000
368,14118,2.811,15.67,2002-12-12 00:00:00.000
369,14118,2.81,15.675,2002-12-13 00:00:00.000
370,14118,2.814,15.714,2002-12-13 00:00:00.000
371,14118,2.856,15.38,2002-12-14 00:00:00.000
372,14118,2.791,15.669,2002-12-14 00:00:00.000
373,14118,2.788,15.648,2002-12-15 00:00:00.000
374,14118,2.784,15.68,2002-12-15 00:00:00.000
375,14118,2.791,15.674,2002-12-16 00:00:00.000
376,14118,2.774,15.678,2002-12-16 00:00:00.000
377,14118,2.8,15.641,2002-12-17 00:00:00.000
378,14118,2.804,15.635,2002-12-17 00:00:00.000
379,14118,2.786,15.64,2002-12-18 00:00:00.000
380,14118,2.773,15.66,2002-12-18 00:00:00.000
381,14118,2.768,15.652,2002-12-18 00:00:00.000
382,14118,2.766,15.641,2002-12-20 00:00:00.000
383,14118,2.777,15.637,2002-12-21 00:00:00.000
384,14118,2.785,15.652,2002-12-21 00:00:00.000
385,14118,2.79,15.629,2002-12-22 00:00:00.000
386,14118,2.799,15.657,2002-12-23 00:00:00.000
387,14118,2.807,15.697,2002-12-23 00:00:00.000
388,14118,2.812,15.646,2002-12-24 00:00:00.000
389,14118,2.812,15.632,2002-12-26 00:00:00.000
390,14118,2.809,15.637,2002-12-26 00:00:00.000
391,14118,2.822,15.606,2002-12-27 00:00:00.000
392,14118,2.806,15.638,2002-12-27 00:00:00.000
393,14118,2.788,15.631,2002-12-28 00:00:00.000
394,14118,2.769,15.678,2002-12-29 00:00:00.000
395,14118,2.77,15.634,2002-12-29 00:00:00.000
396,14118,2.779,15.657,2002-12-29 00:00:00.000
397,14118,2.788,15.652,2002-12-30 00:00:00.000
398,14118,2.785,15.643,2002-12-30 00:00:00.000
399,14118,2.776,15.64,2002-12-31 00:00:00.000
400,14118,2.776,15.64,2002-12-31 00:00:00.000
401,14118,2.791,15.66,2002-12-31 00:00:00.000
402,14118,2.791,15.66,2002-12-31 00:00:00.000
403,14118,2.765,15.659,2003-01-02 00:00:00.000
404,14118,2.757,15.654,2003-01-03 00:00:00.000
405,14118,2.765,15.665,2003-01-03 00:00:00.000
406,14118,2.764,15.657,2003-01-03 00:00:00.000
407,14118,2.76,15.655,2003-01-04 00:00:00.000
408,14118,2.721,15.687,2003-01-06 00:00:00.000
409,14118,2.726,15.675,2003-01-06 00:00:00.000
410,14118,2.721,15.674,2003-01-07 00:00:00.000
411,14118,2.708,15.671,2003-01-07 00:00:00.000
412,14118,2.699,15.686,2003-01-08 00:00:00.000
413,14118,2.679,15.692,2003-01-09 00:00:00.000
414,14118,2.672,15.678,2003-01-09 00:00:00.000
415,14118,2.606,15.772,2003-01-10 00:00:00.000
416,14118,2.378,15.783,2003-01-11 00:00:00.000
417,14118,2.317,15.747,2003-01-12 00:00:00.000
418,14118,2.348,15.743,2003-01-12 00:00:00.000
419,14118,2.345,15.766,2003-01-12 00:00:00.000
420,14118,2.328,15.719,2003-01-13 00:00:00.000
421,14118,2.342,15.781,2003-01-13 00:00:00.000
422,14118,2.308,15.788,2003-01-13 00:00:00.000
423,14118,2.406,15.77,2003-01-14 00:00:00.000
424,14118,2.426,15.764,2003-01-14 00:00:00.000
425,14118,2.453,15.735,2003-01-16 00:00:00.000
426,14118,2.467,15.725,2003-01-17 00:00:00.000
427,14118,2.47,15.73,2003-01-17 00:00:00.000
428,14118,2.587,15.73,2003-01-18 00:00:00.000
429,14118,2.581,15.745,2003-01-18 00:00:00.000
430,14118,2.575,15.737,2003-01-18 00:00:00.000
431,14118,2.667,15.711,2003-01-19 00:00:00.000
432,14118,2.686,15.765,2003-01-19 00:00:00.000
433,14118,2.698,15.724,2003-01-20 00:00:00.000
434,14118,2.717,15.67,2003-01-21 00:00:00.000
435,14118,2.706,15.686,2003-01-21 00:00:00.000
436,14118,2.708,15.69,2003-01-21 00:00:00.000
437,14118,2.698,15.684,2003-01-22 00:00:00.000
438,14118,2.698,15.684,2003-01-22 00:00:00.000
439,14118,2.698,15.675,2003-01-22 00:00:00.000
440,14118,2.698,15.675,2003-01-22 00:00:00.000
441,14118,2.72,15.685,2003-01-22 00:00:00.000
442,14118,2.72,15.685,2003-01-22 00:00:00.000
443,14118,2.804,15.658,2003-01-23 00:00:00.000
444,14118,2.805,15.639,2003-01-25 00:00:00.000
445,14118,2.806,15.629,2003-01-26 00:00:00.000
446,14118,2.81,15.626,2003-01-26 00:00:00.000
447,14118,2.809,15.61,2003-01-27 00:00:00.000
448,14118,2.796,15.666,2003-01-27 00:00:00.000
449,14118,2.8,15.609,2003-01-27 00:00:00.000
450,14118,2.845,15.54,2003-01-28 00:00:00.000
451,14118,2.822,15.659,2003-01-28 00:00:00.000
452,14118,2.813,15.625,2003-01-29 00:00:00.000
453,14118,2.809,15.621,2003-01-30 00:00:00.000
454,14118,2.832,15.641,2003-01-30 00:00:00.000
455,14118,2.946,15.558,2003-01-31 00:00:00.000
456,14118,2.959,15.582,2003-01-31 00:00:00.000
457,14118,2.98,15.544,2003-01-31 00:00:00.000
458,14118,3.027,15.509,2003-02-01 00:00:00.000
459,14118,2.989,15.519,2003-02-01 00:00:00.000
460,14118,2.993,15.486,2003-02-03 00:00:00.000
461,14118,2.981,15.44,2003-02-03 00:00:00.000
462,14118,2.991,15.449,2003-02-04 00:00:00.000
463,14118,2.989,15.46,2003-02-04 00:00:00.000
464,14118,2.987,15.519,2003-02-04 00:00:00.000
465,14118,2.962,15.531,2003-02-05 00:00:00.000
466,14118,2.979,15.434,2003-02-05 00:00:00.000
467,14118,2.977,15.43,2003-02-06 00:00:00.000
468,14118,2.988,15.453,2003-02-07 00:00:00.000
469,14118,2.978,15.447,2003-02-08 00:00:00.000
470,14118,2.98,15.447,2003-02-08 00:00:00.000
471,14118,2.972,15.457,2003-02-08 00:00:00.000
472,14118,2.963,15.396,2003-02-09 00:00:00.000
473,14118,2.965,15.46,2003-02-09 00:00:00.000
474,14118,2.97,15.379,2003-02-10 00:00:00.000
475,14118,2.973,15.444,2003-02-11 00:00:00.000
476,14118,2.991,15.431,2003-02-13 00:00:00.000
477,14118,2.99,15.415,2003-02-13 00:00:00.000
478,14118,3.005,15.402,2003-02-14 00:00:00.000
479,14118,3.002,15.418,2003-02-14 00:00:00.000
480,14118,3.01,15.446,2003-02-15 00:00:00.000
481,14118,3.002,15.416,2003-02-15 00:00:00.000
482,14118,3.001,15.426,2003-02-16 00:00:00.000
483,14118,3.007,15.422,2003-02-16 00:00:00.000
484,14118,3.003,15.422,2003-02-17 00:00:00.000
485,14118,3.01,15.379,2003-02-17 00:00:00.000
486,14118,3.002,15.414,2003-02-17 00:00:00.000
487,14118,3.012,15.429,2003-02-18 00:00:00.000
488,14118,2.999,15.431,2003-02-18 00:00:00.000
489,14118,2.981,15.386,2003-02-18 00:00:00.000
490,14118,3.05,15.438,2003-02-21 00:00:00.000
491,14118,3.05,15.415,2003-02-22 00:00:00.000
492,14118,3.044,15.412,2003-02-22 00:00:00.000
493,14118,3.05,15.373,2003-02-23 00:00:00.000
494,14118,3.05,15.373,2003-02-23 00:00:00.000
495,14118,3.032,15.391,2003-02-23 00:00:00.000
496,14118,3.032,15.391,2003-02-23 00:00:00.000
497,14118,3.052,15.441,2003-02-24 00:00:00.000
